551106,0.0,55020,USSR,SEMI KAZAKH,DOE,50.000,78.000,0.0,0.0,0.000,250.0,250.0,WR,,ATMOSPH
551122,0.0,55021,USSR,SEMI KAZAKH,DOE,50.000,78.000,0.0,0.0,0.000,1600.0,1600.0,WR,,ATMOSPH
560118,213000.0,56001,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.001,0.0,20.0,SE,PROJECT 56:4,SURFACE
560202,0.0,56002,USSR,KAZAKH,MTM,46.000,61.000,0.0,0.0,0.000,0.3,0.3,WE,,SURFACE
560316,0.0,56003,USSR,SEMI KAZAKH,DOE,50.000,78.000,0.0,0.0,0.000,14.0,14.0,WR,,SURFACE
560325,0.0,56004,USSR,SEMI KAZAKH,DOE,50.000,78.000,0.0,0.0,0.000,5.5,5.5,WR,,SURFACE
560504,182500.0,56005,USA,ENEWETAK,DOE,11.300,162.150,0.0,0.0,-0.001,40.0,40.0,WR,LACROSSE,SURFACE
560516,35000.0,56006,UK,MONTEB AUSTR,DOE,-20.230,115.550,0.0,0.0,0.000,15.0,15.0,WR,MOSAIC:G1,TOWER
560520,175000.0,56007,USA,BIKINI,DOE,11.350,165.200,0.0,0.0,-1.500,3800.0,3800.0,WR,CHEROKEE,AIRDROP
560527,175600.0,56008,USA,BIKINI,DOE,11.350,165.200,0.0,0.0,-0.001,3500.0,3500.0,WR,ZUNI,SURFACE
560527,195600.0,56009,USA,ENEWETAK,DOE,11.300,162.150,0.0,0.0,0.000,0.19,0.19,WR,YUMA,TOWER
560530,181500.0,56010,USA,ENEWETAK,DOE,11.300,162.150,0.0,0.0,-0.100,14.9,14.9,WR,ERIE,TOWER
560606,5500.0,56011,USA,ENEWETAK,DOE,11.300,162.150,0.0,0.0,-0.001,13.7,13.7,WR,SEMINOLE,SURFACE
560611,182600.0,56012,USA,BIKINI,DOE,11.350,165.200,0.0,0.0,-0.001,365.0,365.0,WR,FLATHEAD,BARGE
560611,182600.0,56013,USA,ENEWETAK,DOE,11.300,162.150,0.0,0.0,-0.100,8.0,8.0,WR,BLACKFOOT,TOWER
560613,232600.0,56014,USA,ENEWETAK,DOE,11.300,162.150,0.0,0.0,0.000,1.49,1.49,WR,KICKAPOO,TOWER
560616,11400.0,56015,USA,ENEWETAK,DOE,11.300,162.150,0.0,0.0,-0.200,1.7,1.7,WR,OSAGE,AIRDROP
560619,21400.0,56016,UK,MONTEB AUSTR,DOE,-20.400,115.530,0.0,0.0,0.000,60.0,60.0,WR,MOSAIC:G2,TOWER
560621,212600.0,56017,USA,ENEWETAK,DOE,11.300,162.150,0.0,0.0,0.000,15.2,15.2,WR,INCA,TOWER
560625,180600.0,56018,USA,BIKINI,DOE,11.350,165.200,0.0,0.0,-0.001,1100.0,1100.0,WR,DAKOTA,BARGE
560702,180600.0,56019,USA,ENEWETAK,DOE,11.300,162.150,0.0,0.0,0.000,360.0,360.0,WR,MOHAWK,TOWER
560708,180600.0,56020,USA,ENEWETAK,DOE,11.300,162.150,0.0,0.0,-0.001,1850.0,1850.0,WR,APACHE,BARGE
560710,175600.0,56021,USA,BIKINI,DOE,11.350,165.200,0.0,0.0,-0.001,4500.0,4500.0,WR,NAVAJO,BARGE
560720,174600.0,56022,USA,BIKINI,DOE,11.350,165.200,0.0,0.0,-0.001,5000.0,5000.0,WR,TEWA,BARGE
560721,181200.0,56023,USA,ENEWETAK,DOE,11.300,162.150,0.0,0.0,-0.001,250.0,250.0,WR,HURON,BARGE
560824,0.0,56024,USSR,SEMI KAZAKH,DOE,50.000,78.000,0.0,0.0,0.000,27.0,27.0,WR,,SURFACE
560830,0.0,56025,USSR,SEMI KAZAKH,DOE,50.000,78.000,0.0,0.0,0.000,900.0,900.0,WR,,ATMOSPH
560902,0.0,56026,USSR,SEMI KAZAKH,DOE,50.000,78.000,0.0,0.0,0.000,51.0,51.0,WR,,ATMOSPH
560910,0.0,56027,USSR,SEMI KAZAKH,DOE,50.000,78.000,0.0,0.0,0.000,38.0,38.0,WR,,ATMOSPH
560927,73000.0,56028,UK,MARALI AUSTR,DOE,-30.000,131.000,0.0,0.0,0.000,15.0,15.0,WR,BUFFALO:R1,TOWER
561004,70000.0,56029,UK,MARALI AUSTR,DOE,-30.000,131.000,0.0,0.0,-0.001,1.5,1.5,WE,BUFFALO:R2,SURFACE
561011,55700.0,56030,UK,MARALI AUSTR,DOE,-30.000,131.000,0.0,0.0,0.000,3.0,3.0,WR,BUFFALO:R3,AIRDROP
561022,143500.0,56031,UK,MARALI AUSTR,DOE,-30.000,131.000,0.0,0.0,0.000,10.0,10.0,WR,BUFFALO:R4,TOWER
561117,0.0,56032,USSR,SEMI KAZAKH,DOE,50.000,78.000,0.0,0.0,0.000,900.0,900.0,WR,,ATMOSPH
561214,0.0,56033,USSR,SEMI KAZAKH,MTM,50.000,78.000,0.0,0.0,0.000,40.0,40.0,WR,,ATMOSPH
570119,0.0,57001,USSR,MTR RUSS,DOE,48.000,46.000,0.0,0.0,0.000,10.0,10.0,WE,,ATMOSPH
570308,0.0,57002,USSR,SEMI KAZAKH,DOE,50.000,78.000,0.0,0.0,0.000,19.0,19.0,WR,,ATMOSPH
570403,0.0,57003,USSR,SEMI KAZAKH,DOE,50.000,78.000,0.0,0.0,0.000,42.0,42.0,WR,,ATMOSPH
570406,0.0,57004,USSR,SEMI KAZAKH,DOE,50.000,78.000,0.0,0.0,0.000,57.0,57.0,WR,,ATMOSPH
570410,0.0,57005,USSR,SEMI KAZAKH,DOE,50.000,78.000,0.0,0.0,0.000,680.0,680.0,WR,,ATMOSPH
570412,0.0,57006,USSR,SEMI KAZAKH,DOE,50.000,78.000,0.0,0.0,0.000,22.0,22.0,WR,,ATMOSPH
570416,0.0,57007,USSR,SEMI KAZAKH,DOE,50.000,78.000,0.0,0.0,0.000,320.0,320.0,WR,,ATMOSPH
570424,0.0,57053,USA,NELLIS NV,DOE,37.000,-115.000,0.0,0.0,0.000,0.0,0.0,SE,PROJECT 57:1,SURFACE
570515,193700.0,57008,UK,MALDEN IS,DOE,-4.000,-155.000,0.0,0.0,0.000,300.0,300.0,WR,GRAPPLE:1,AIRDROP
570528,115500.0,57009,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.200,12.0,12.0,WR,BOLTZMANN,TOWER
570531,0.0,57010,UK,MALDEN IS,DOE,-4.000,-155.000,0.0,0.0,0.000,720.0,720.0,WR,GRAPPLE: 2,AIRDROP
570602,115500.0,57011,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.100,0.14,0.14,WR,FRANKLIN,TOWER
570605,114500.0,57012,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.200,0.0005,0.0005,WR,LASSEN,BALLOON
570618,114500.0,57013,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.200,10.0,10.0,WR,WILSON,BALLOON
570619,194000.0,57014,UK,MALDEN IS,DOE,-4.000,-155.000,0.0,0.0,0.000,200.0,200.0,WR,GRAPPLE:3,AIRDROP
570624,133000.0,57015,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.200,37.0,37.0,WR,PRISCILLA,BALLOON
570701,0.0,57054,USA,NTS,DOE,37.000,-116.000,0.0,0.0,0.000,0.0,0.0,SE,COULOMB-A,SURFACE
570705,114000.0,57016,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.500,74.0,74.0,WR,HOOD,BALLOON
570715,113000.0,57017,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.200,17.0,17.0,WR,DIABLO,TOWER
570719,140000.0,57018,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-6.800,2.0,2.0,WE,JOHN,ROCKET
570724,115000.0,57019,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.200,10.0,10.0,WR,KEPLER,TOWER
570725,133000.0,57020,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.200,9.7,9.7,WR,OWENS,BALLOON
570726,80000.0,57021,USA,NTS,DOE,37.000,-116.000,0.0,0.0,0.000,0.0,0.0,SE,PASCAL-A,SHAFT
570807,122500.0,57022,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.500,19.0,19.0,WR,STOKES,BALLOON
570810,10000.0,57055,USA,NTS,DOE,37.000,-116.000,0.0,0.0,0.000,0.0,0.0,SE,SATURN,TUNNEL
570818,120000.0,57023,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.200,17.0,17.0,WR,SHASTA,TOWER
570822,0.0,57024,USSR,SEMI KAZAKH,DOE,50.000,78.000,0.0,0.0,0.000,520.0,520.0,WR,,ATMOSPH
570823,123000.0,57025,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.500,11.0,11.0,WR,DOPPLER,BALLOON
570826,0.0,57026,USSR,SEMI KAZAKH,MTM,50.000,78.000,0.0,0.0,0.000,0.1,0.1,SE,,ATMOSPH
570827,223500.0,57027,USA,NTS,DOE,37.000,-116.000,0.0,0.0,0.000,0.0,0.0,SE,PASCAL-B,SHAFT
570830,124000.0,57028,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.250,4.7,4.7,WR,FRANKLIN PRIME,BALLOON
570831,123000.0,57029,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.250,44.0,44.0,WR,SMOKY,TOWER
570902,124000.0,57030,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.200,11.0,11.0,WR,GALILEO,TOWER
570906,124500.0,57031,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.200,0.2,0.2,WR,WHEELER,BALLOON
570906,200500.0,57032,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.001,0.3,0.3,SE,COULOMB-B,SURFACE
570907,0.0,57034,USSR,NZ RUSS,DOE,73.000,55.000,0.0,0.0,0.000,32.0,32.0,FMS,,SURFACE
570908,130000.0,57033,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.250,1.0,1.0,WR,LAPLACE,BALLOON
570913,0.0,57035,USSR,SEMI KAZAKH,MTM,50.000,78.000,0.0,0.0,0.000,5.9,5.9,WR,,ATMOSPH
570914,50500.0,57036,UK,MARALI AUSTR,DOE,-30.000,131.000,0.0,0.0,0.000,1.0,1.0,WR,ANTLER:1,TOWER
570914,164500.0,57037,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.200,11.0,11.0,WR,FIZEAU,TOWER
570916,125000.0,57038,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.500,12.0,12.0,WR,NEWTON,BALLOON
570919,170000.0,57039,USA,NTS,DOE,37.000,-116.000,4.1,0.0,0.300,1.7,1.7,WR,RAINIER,TUNNEL
570923,123000.0,57040,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.200,19.0,19.0,WR,WHITNEY,TOWER
570924,90000.0,57041,USSR,NZ RUSS,DOE,73.000,55.000,0.0,0.0,0.000,1600.0,1600.0,WR,,AIRDROP
570925,3000.0,57042,UK,MARALI AUSTR,DOE,-30.000,131.000,0.0,0.0,0.000,6.0,6.0,WR,ANTLER:2,TOWER
570926,50000.0,57043,USSR,SEMI KAZAKH,MTM,50.000,78.000,0.0,0.0,0.000,13.0,13.0,WR,,ATMOSPH
570928,130000.0,57044,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.500,12.0,12.0,WR,CHARLESTON,BALLOON
571006,85800.0,57045,USSR,NZ RUSS,DOE,73.000,55.000,0.0,0.0,0.000,2900.0,2900.0,WR,,ATMOSPH
571007,130000.0,57046,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.200,8.0,8.0,WR,MORGAN,BALLOON
571009,64500.0,57047,UK,MARALI AUSTR,DOE,-30.000,131.000,0.0,0.0,0.000,25.0,25.0,WR,ANTLER:3,BALLOON
571010,65500.0,57048,USSR,NZ RUSS,DOE,73.000,55.000,0.0,0.0,0.000,10.0,10.0,WE,,UW
571108,174700.0,57049,UK,CHRISTMAS IS,DOE,2.000,-157.000,0.0,0.0,0.000,1800.0,1800.0,WR,GRAPPLE X,AIRDROP
571206,201500.0,57050,USA,NTS,DOE,37.000,-116.000,0.0,0.0,0.000,0.0,0.0,SE,PASCAL-C,SHAFT
571209,200000.0,57051,USA,NTS,DOE,37.000,-116.000,0.0,0.0,0.000,0.5,0.5,SE,COULOMB-C,SURFACE
571228,0.0,57052,USSR,SEMI KAZAKH,DOE,50.000,78.000,0.0,0.0,0.000,12.0,12.0,WR,,ATMOSPH
580104,0.0,58001,USSR,SEMI KAZAKH,MTM,50.000,78.000,0.0,0.0,0.000,1.3,1.3,WR,,ATMOSPH
580117,0.0,58002,USSR,SEMI KAZAKH,MTM,50.000,78.000,0.0,0.0,0.000,0.5,0.5,WR,,ATMOSPH
580222,0.0,58003,USA,NTS,DOE,37.000,-116.000,0.0,0.0,0.000,0.0,0.001,SE,VENUS,TUNNEL
580223,0.0,58004,USSR,NZ RUSS,DOE,73.000,55.000,0.0,0.0,0.000,860.0,860.0,WR,,ATMOSPH
580227,75900.0,58005,USSR,NZ RUSS,DOE,73.000,55.000,0.0,0.0,0.000,250.0,250.0,WR,,ATMOSPH
580227,102400.0,58006,USSR,NZ RUSS,DOE,73.000,55.000,0.0,0.0,0.000,1500.0,1500.0,WR,,ATMOSPH
580313,0.0,58007,USSR,SEMI KAZAKH,MTM,50.000,78.000,0.0,0.0,0.000,1.2,1.2,WR,,ATMOSPH
580314,0.0,58008,USSR,NZ RUSS,DOE,73.000,55.000,0.0,0.0,0.000,40.0,40.0,FMS,,ATMOSPH
580314,0.0,58009,USSR,SEMI KAZAKH,DOE,50.000,78.000,0.0,0.0,0.000,35.0,35.0,WR,,ATMOSPH
580314,220000.0,58010,USA,NTS,DOE,37.000,-116.000,0.0,0.0,0.000,0.0,0.001,SE,URANUS,TUNNEL
580315,0.0,58011,USSR,SEMI KAZAKH,DOE,50.000,78.000,0.0,0.0,0.000,14.0,14.0,WR,,ATMOSPH
580318,0.0,58012,USSR,SEMI KAZAKH,MTM,50.000,78.000,0.0,0.0,0.000,0.16,0.16,FMS,,ATMOSPH
580320,0.0,58013,USSR,SEMI KAZAKH,COE,50.000,78.000,0.0,0.0,0.000,12.0,12.0,WR,,ATMOSPH
580321,0.0,58014,USSR,NZ RUSS,DOE,73.000,55.000,0.0,0.0,0.000,650.0,650.0,WR,,ATMOSPH
580322,0.0,58015,USSR,SEMI KAZAKH,DOE,50.000,78.000,0.0,0.0,0.000,18.0,18.0,WR,,ATMOSPH
580428,24000.0,58016,USA,PACIFIC,DOE,12.617,163.017,0.0,0.0,-28.000,1.7,1.7,WE,YUCCA,BALLOON
580428,190500.0,58017,UK,CHRISTMAS IS,DOE,2.000,-157.000,0.0,0.0,0.000,3000.0,3000.0,WR,GRAPPLE Y,AIRDROP
580505,181500.0,58018,USA,ENEWETAK,DOE,11.300,162.150,0.0,0.0,-0.001,18.0,18.0,WR,CACTUS,SURFACE
580511,175000.0,58019,USA,BIKINI,DOE,11.350,165.200,0.0,0.0,-0.001,1360.0,1360.0,WR,FIR,BARGE
580511,181500.0,58020,USA,ENEWETAK,DOE,11.300,162.150,0.0,0.0,-0.001,81.0,81.0,WR,BUTTERNUT,BARGE
